Gene	cont_rep1	cont_rep2	treat_rep1	treat_rep1
fs(1)h	420	196	341	72
fs(2)ltoPP43	1424	1268	589	147
fsd	594	247	347	69
ft	5	2	5	1
ftz	0	0	1	0
ftz-f1	192	159	367	27
fu	134	113	162	19
fu12	626	470	465	123
fu2	93	281	118	63
fus	794	114	627	45
fusl	9	0	4	2
futsch	7	1	1	0
fw	7	0	11	0
fwd	130	165	97	29
fwe	1676	2296	1250	569
fws	205	310	373	38
fy	614	473	362	90
fz	516	197	303	20
fz2	151	48	130	20
fz3	172	136	117	20
fz4	430	327	524	27
fzo	0	0	1	0
fzr2	12	2	14	1
fzy	1879	1423	1129	233
g	449	314	268	35
galectin	472	550	567	144
gammaCop	2314	820	1932	186
gammaSnap	380	296	417	113
gammaTry	0	0	0	0
gammaTub23C	1579	831	974	122
gammaTub37C	1232	860	1205	98
garz	138	135	152	28
gatA	1024	452	608	105
gb	237	74	356	12
gbb	194	69	266	18
gce	133	59	141	8
gcl	690	853	1227	178
gcm	0	0	0	0
gcm2	1	0	3	0
gd	237	198	100	21
gdl	168	138	221	46
gdl-ORF39	79	50	132	13
gek	45	55	48	21
gem	31	7	10	2
geminin	1600	1505	1269	455
gfA	0	0	8	0
gfzf	937	495	806	76
gho	173	96	368	12
gig	67	33	93	5
gish	224	326	359	85
gk	19	6	21	8
gkt	2019	905	1195	186
gl	12	0	39	0
glec	42	62	42	26
glo	358	140	240	27
glob1	488	398	494	147
glob2	0	0	0	0
glob3	0	0	0	0
glu	44	73	122	29
gnu	9455	6379	5236	1481
gny	42	117	172	40
gogo	4	5	7	0
gol	20	8	28	5
gom	0	0	0	0
gp210	542	578	578	108
gpp	85	134	79	49
gprs	0	0	0	0
grass	0	0	1	1
grau	609	533	447	78
grh	10	0	1	1
grim	0	0	0	0
grk	37	13	43	4
grn	0	0	0	0
gro	1917	583	1579	90
grp	4598	4579	4364	971
grsm	4995	2786	3752	501
gry	337	237	328	37
gsb	0	0	0	0
gsb-n	0	0	1	0
gskt	0	0	0	0
gt	3	0	7	1
gukh	350	82	242	9
gus	8649	4630	8075	1285
gw	1361	870	1357	261
gwl	467	334	670	83
h	6	2	11	4
h-cup	0	0	0	0
haf	1	0	0	0
hale	0	0	0	0
halo	0	0	0	0
ham	0	1	3	3
hang	514	278	354	60
hay	32	29	49	16
hb	50	31	63	13
hbn	5	0	0	0
hbs	6	6	0	0
hd	1151	360	557	70
hdc	340	120	232	25
hdm	2	0	11	0
hebe	279	75	195	10
hec	3	0	0	0
heix	385	258	360	57
hep	254	77	251	24
heph	134	182	138	32
her	43	24	17	8
hfw	35	42	46	2
hgo	0	1	0	0
hh	2	3	4	0
hig	1	0	1	0
hipk	129	104	59	24
hiw	18	5	10	5
hk	66	200	112	33
hkb	0	2	0	0
hoe1	1724	702	1317	125
hoe2	11	0	1	1
hoip	10227	9510	9338	1879
holn1	247	224	282	61
homer	1683	765	1183	173
hop	116	129	133	34
how	84	76	55	32
hpo	822	613	767	84
hppy	186	128	379	12
hrg	122	92	129	46
hth	3	7	0	1
htl	42	21	11	2
hts	2053	828	1702	163
htt	187	147	126	16
hubl	1	0	0	0
hug	0	0	1	0
hyd	99	165	118	59
hydra	0	0	0	0
hyx	438	198	596	67
iPLA2-VIA	781	533	592	74
iab-4	0	0	4	0
iab-8	0	0	2	1
ial	768	801	497	139
iav	12	0	10	0
icln	972	1115	912	212
ico	520	335	500	73
ics	23	98	34	17
ida	131	146	132	17
if	68	28	100	4
ifc	2372	841	1731	220
igl	0	0	1	0
ihog	116	36	129	11
ik2	53	134	112	20
imd	82	248	85	38
in	8	0	0	0
inaC	1	0	0	0
inaD	0	0	6	0
inaE	383	144	327	29
inaF-A	0	0	0	0
inaF-B	4	0	15	0
inaF-C	1	2	3	0
inaF-D	1	0	4	0
inc	168	61	98	17
ind	0	0	0	0
ine	3	0	8	0
insc	198	130	215	17
insv	217	162	269	42
inv	8	0	9	0
iotaTry	5	0	3	0
ird1	166	155	227	26
ird5	176	113	151	22
isoQC	31	65	37	9
isopeptidase-T-3	152	47	148	17
itp	17	8	29	1
ix	115	138	116	18
jagn	2833	1558	2433	285
janA	1333	1511	956	372
janB	5	12	9	2
jar	1908	855	1299	160
jbug	123	24	184	5
jdp	11	8	6	3
jeb	0	0	9	0
jet	271	274	259	50
jhamt	1	1	3	0
jigr1	1596	1436	1343	324
jim	22	9	68	14
jing	61	38	30	5
jp	58	2	98	2
jub	801	321	515	72
jumu	543	411	558	83
jv	0	0	9	1
jvl	705	233	600	57
kappaB-Ras	213	163	72	12
kappaTry	0	8	3	0
kar	541	63	822	29
kat-60L1	8	0	0	0
kat80	1638	1219	1530	293
kay	321	38	336	12
kcc	69	27	108	12
kdn	203	113	382	26
kek1	39	9	64	9
kek2	1	4	5	1
kek3	0	0	0	0
kek4	1	0	0	0
kek5	146	22	252	22
kek6	5	0	0	0
kel	626	152	510	51
ken	95	83	73	14
kermit	169	121	155	40
key	50	152	75	26
kibra	16	25	15	8
kin17	250	367	172	93
king-tubby	0	0	0	0
kirre	11	0	8	0
kis	477	728	443	154
kkv	1	0	5	3
kl-2	0	0	0	0
kl-3	0	0	0	0
kl-5	0	0	0	0
klar	731	483	802	100
klg	1	0	2	0
klhl10	8	2	3	0
klu	0	0	6	1
kn	7	0	6	0
kni	1	0	7	0
knk	3	0	5	0
knrl	5	0	5	1
ko	11	0	11	0
koi	320	202	364	28
koko	114	53	109	3
kon	10	2	9	4
kraken	1424	971	773	150
krimp	74	173	87	44
krz	506	529	532	122
ksh	236	269	195	39
ksr	173	98	195	16
kst	69	142	91	30
kto	69	49	75	16
kug	91	137	76	38
kuk	1044	707	857	155
kune	142	80	164	24
kuz	62	52	135	21
kz	253	136	334	31
l(1)10Bb	1436	936	1137	297
l(1)1Bi	83	88	180	17
l(1)G0004	523	83	335	19
l(1)G0007	380	100	321	19
l(1)G0020	319	221	525	61
l(1)G0045	979	517	583	118
l(1)G0136	187	400	241	86
l(1)G0144	27	52	70	12
l(1)G0148	75	114	100	20
l(1)G0156	172	126	277	11
l(1)G0193	816	388	645	43
l(1)G0196	119	133	98	27
l(1)G0222	3397	1285	2376	221
l(1)G0230	2468	1322	2430	387
l(1)G0232	5843	1831	3177	310
l(1)G0255	4370	2245	2807	568
l(1)G0289	980	608	648	87
l(1)G0320	1165	345	1181	52
l(1)G0334	1116	682	1173	130
l(1)G0469	91	55	62	23
l(1)dd4	29	93	51	21
l(1)sc	0	0	2	0
l(2)01289	0	16	21	3
l(2)03659	6	0	2	1
l(2)03709	5177	2641	4658	508
l(2)05714	278	151	339	61
l(2)06225	7399	5712	5274	1248
l(2)06496	427	402	281	129
l(2)08717	43	4	86	6
l(2)09851	756	426	807	92
l(2)34Fc	2	0	0	0
l(2)34Fd	23	43	63	12
l(2)35Bc	64	68	47	15
l(2)35Bd	493	323	481	69
l(2)35Be	540	589	500	201
l(2)35Bg	1588	1353	1185	352
l(2)35Cc	587	547	405	168
l(2)35Df	471	350	643	73
l(2)35Di	1668	1460	1113	265
l(2)37Bb	972	390	664	60
l(2)37Cb	276	164	244	33
l(2)37Cc	4283	2123	3324	464
l(2)37Cd	30	56	64	11
l(2)37Ce	1016	553	577	110
l(2)37Cg	134	98	265	30
l(2)41Ab	53	107	254	144
l(2)NC136	85	131	109	40
l(2)dtl	1551	763	805	142
l(2)efl	2	0	11	0
l(2)gd1	11	51	42	8
l(2)gl	292	364	512	110
l(2)k01209	142	118	189	21
l(2)k05819	109	192	97	37
l(2)k09022	65	133	64	26
l(2)k09913	1779	578	1048	125
l(2)k10201	648	645	380	156
l(2)k12914	719	378	919	113
l(2)k14505	205	349	220	58
l(2)k14710	1974	1280	1026	186
l(2)not	701	377	435	58
l(2)s5379	801	666	770	101
l(2)tid	588	332	457	52
l(3)01239	1996	1624	1440	314
l(3)02640	3343	2052	2658	514
l(3)03670	569	615	435	127
l(3)04053	55	66	69	16
l(3)05822	848	416	911	137
l(3)07882	64	120	160	26
l(3)72Ab	57	134	77	33
l(3)72Dh	620	280	485	70
l(3)72Dn	217	304	425	40
l(3)72Do	199	139	198	42
l(3)72Dp	62	67	68	8
l(3)72Dr	36	3	21	1
l(3)73Ah	2038	859	1385	115
l(3)76BDm	27	26	45	22
l(3)76BDr	78	128	73	38
l(3)87Df	5297	4753	464	166
l(3)L1231	83	57	74	39
l(3)j2D3	177	122	134	45
l(3)mbn	4	0	2	0
l(3)mbt	149	127	228	39
l(3)neo18	1214	1218	880	254
l(3)neo38	39	15	41	6
l(3)neo43	275	207	192	49
l(3)psg2	21	28	14	8
lab	0	0	2	0
laccase2	159	211	153	67
lace	1094	772	985	135
lack	150	147	247	39
laf	1	0	1	0
lama	529	234	859	78
lambdaTry	0	0	3	0
lap	471	247	655	59
lark	915	505	953	132
larp	383	424	516	89
lat	785	404	686	43
lawc	1472	1136	1433	298
laza	43	9	44	4
lbe	1	0	1	0
lbk	100	104	122	19
lbl	0	0	6	0
lbm	12	15	18	1
lcs	0	0	0	2
ldbr	50	76	47	17
ldlCp	177	256	176	34
lds	1460	766	1351	148
lea	5	0	0	0
lectin-21Ca	0	0	1	0
lectin-21Cb	0	0	0	0
lectin-22C	0	0	0	0
lectin-24A	0	5	1	0
lectin-24Db	7	0	0	0
lectin-28C	8	4	10	1
lectin-29Ca	2	0	1	0
lectin-30A	0	0	0	0
lectin-33A	10	6	4	1
lectin-37Da	0	1	0	0
lectin-37Db	0	17	0	1
lectin-46Ca	8	0	1	0
lectin-46Cb	2	0	0	0
let-7	0	0	0	0
let-7-C	25	28	31	13
levy	2195	1402	1819	352
lft	12	4	8	4
lgs	306	158	294	45
lic	127	82	179	28
lid	80	182	167	40
lig	2058	502	2659	96
lig3	21	76	55	16
ligatin	730	391	519	61
lilli	129	80	124	8
lin	96	45	112	8
lin-28	1	0	4	0
lin-52	924	604	631	142
lin19	3899	1628	3094	216
link	17	10	10	0
lkb1	1030	387	769	37
lmd	1	0	0	0
lmgA	34	26	33	7
lmgB	34	26	33	7
lms	3	0	0	0
lobo	0	0	5	0
loco	206	110	452	46
loj	1459	702	1868	211
lok	6972	3129	5084	662
lola	2551	1800	3443	497
lolal	20	19	32	4
loopin-1	0	0	0	0
loqs	1010	501	720	105
lost	13329	8323	14482	1357
lox	3	0	1	2
lox2	0	0	1	0
lqf	1064	379	731	51
lqfR	973	760	889	142
lsn	67	139	69	19
lt	1119	896	669	187
ltd	675	432	554	102
ltl	0	0	11	0
luna	45	63	50	16
lush	1	0	5	0
lute	133	84	174	5
lva	84	117	78	32
lwr	582	335	898	41
lz	0	0	0	0
m	12	0	4	0
m-cup	171	145	285	24
mAcR-60C	0	0	5	1
mGluRA	26	10	27	0
mRNA-cap	343	201	333	39
mRpL1	1028	552	729	96
mRpL10	2042	1766	1582	383
mRpL11	804	725	629	172
mRpL12	900	639	904	92
mRpL13	512	544	619	73
mRpL14	967	936	736	124
mRpL15	364	550	422	127
mRpL16	839	364	495	67
mRpL17	1953	2837	1381	607
mRpL18	70	110	60	28
mRpL19	346	367	360	64
mRpL2	839	469	686	147
mRpL20	1099	788	1144	259
mRpL21	1110	1124	945	225
mRpL22	706	489	585	72
mRpL23	1174	1041	1026	176
mRpL24	831	554	614	122
mRpL27	1232	1350	871	334
mRpL28	958	1088	819	269
mRpL3	523	628	703	96
mRpL30	996	717	762	188
mRpL32	435	384	436	85
mRpL33	409	559	562	183
mRpL34	867	1763	533	214
mRpL35	547	494	449	145
mRpL36	731	504	609	114
mRpL37	24	100	75	18
mRpL38	670	503	625	100
mRpL39	2179	1665	1549	386
mRpL4	1771	1162	1423	448
mRpL40	548	414	419	82
mRpL41	380	196	307	48
mRpL42	943	828	522	84
mRpL43	165	368	160	57
mRpL44	225	352	318	33
mRpL45	925	706	824	140
mRpL46	1062	851	826	209
mRpL47	1688	1231	1296	260
mRpL48	125	166	270	54
mRpL49	1519	1512	1173	395
mRpL50	59	81	55	13
mRpL51	1095	741	707	129
mRpL52	603	868	421	201
mRpL53	636	854	384	108
mRpL54	2022	1286	1294	223
mRpL55	285	211	218	51
mRpL9	917	475	633	92
mRpS10	1617	1636	1203	349
mRpS11	332	285	332	70
mRpS14	854	1137	557	327
mRpS16	1335	731	925	161
mRpS17	1950	1381	1446	279
mRpS18A	2238	2994	1620	613
mRpS18B	442	466	492	156
mRpS18C	768	543	487	118
mRpS2	145	189	207	57
mRpS21	2437	2528	1955	577
mRpS22	806	662	829	178
mRpS23	218	495	209	58
mRpS24	1103	1000	879	196
mRpS25	933	628	808	164
mRpS26	1027	1317	662	333
mRpS28	1393	1572	874	445
mRpS29	806	712	765	166
mRpS30	130	286	255	53
mRpS31	1651	1154	1492	288
mRpS33	785	967	614	161
mRpS34	539	948	521	271
mRpS35	1569	914	1098	212
mRpS5	7095	4185	8285	1928
mRpS6	137	106	126	10
mRpS7	1810	1049	1367	252
mRpS9	186	391	312	56
mTTF	418	161	379	42
mTerf3	64	60	71	11
mab-21	10	0	13	0
mad2	261	269	207	61
mael	221	211	235	44
maf-S	664	628	435	102
mag	8	3	1	0
mago	2076	2051	1760	685
magu	2468	1400	1096	199
mahj	175	137	269	49
mal	1378	518	644	83
mam	289	73	269	29
mamo	78	49	119	8
mars	451	177	386	50
mas	0	0	4	0
mask	171	228	260	60
mats	994	753	748	215
mav	40	50	42	26
mbc	124	98	70	55
mbf1	4051	2802	3072	510
mbl	49	40	56	17
mbm	1898	1018	1616	203
mbo	74	177	156	27
mbt	1650	657	1187	110
mdy	1155	1212	1159	368
me31B	4629	5259	8302	1601
mei-217	13	33	9	0
mei-218	49	43	40	6
mei-38	1867	1067	856	152
mei-41	78	136	111	24
mei-9	494	227	374	40
mei-P22	8	1	4	0
mei-P26	309	351	419	90
mei-S332	34	78	117	21
mei-W68	20	53	19	14
melt	0	0	33	2
membrin	257	289	242	71
meso18E	113	58	143	39
metl	859	562	547	137
metro	138	32	124	8
mew	106	69	171	6
mex1	1	2	0	0
mey	5	1	7	1
mfas	16	49	75	19
mfr	0	0	2	0
mfrn	689	277	635	67
mge	534	581	503	141
mgl	346	321	364	88
mgr	2401	2217	1661	551
mi	118	116	156	29
mia	18	10	7	3
mib1	207	138	344	16
mib2	389	276	524	36
mid	14	1	3	0
milt	3422	1467	1762	179
mim	58	36	60	10
mio	97	55	114	13
mip120	1191	411	846	117
mip130	210	136	124	26
mip40	1464	940	966	288
miple	0	0	11	1
miple2	4	19	11	1
mir-1	0	0	0	0
mir-10	0	0	0	0
mir-100	0	0	0	0
mir-1000	0	0	0	0
mir-1001	0	0	0	0
mir-1002	0	0	0	0
mir-1003	0	0	0	0
mir-1004	0	0	0	0
mir-1005	0	0	0	0
mir-1006	0	0	0	0
mir-1007	0	0	0	0
mir-1008	0	0	0	0
mir-1009	0	0	0	0
mir-1010	0	0	0	0
mir-1011	0	0	0	0
mir-1012	0	0	0	0
mir-1013	0	0	0	0
mir-1014	0	0	0	0
mir-1015	0	0	0	0
mir-1016	0	0	0	0
mir-1017	0	0	0	0
mir-11	0	0	0	0
mir-12	0	0	0	0
mir-124	0	0	0	0
mir-125	0	0	0	0
mir-133	0	0	0	0
mir-137	0	0	0	0
mir-13a	0	0	0	0
mir-13b-1	0	0	0	0
mir-13b-2	0	0	0	0
mir-14	0	0	0	0
mir-184	0	0	0	0
mir-190	0	0	0	0
mir-193	0	0	0	0
mir-210	0	0	0	0
mir-219	0	0	0	0
mir-2279	20	0	0	0
mir-2280	0	0	0	0
mir-2281	0	0	0	0
mir-2282	0	0	0	0
mir-2283	0	0	39	0
mir-2489	0	0	0	0
mir-2490	0	0	0	0
mir-2491	24	0	0	0
mir-2492	0	0	0	0
mir-2493	0	29	0	0
mir-2494	0	0	0	0
mir-2495	0	0	0	0
mir-2496	21	0	0	30
mir-2497	0	0	0	0
mir-2498	0	0	0	0
mir-2499	0	0	0	0
mir-2500	0	0	0	0
mir-2501	0	0	0	0
mir-252	0	0	0	0
mir-2535b	0	0	0	0
mir-263b	0	0	0	0
mir-274	0	0	0	0
mir-275	0	0	0	0
mir-276a	23	0	47	0
mir-276b	0	0	0	0
mir-277	0	0	0	0
mir-278	0	0	0	0
mir-279	0	0	0	0
mir-280	0	0	0	0
mir-281-1	26	0	0	0
mir-281-2	0	0	0	0
mir-282	0	0	0	0
mir-283	0	0	0	0
mir-284	0	0	0	0
mir-285	0	0	0	0
mir-286	0	0	0	0
mir-287	0	0	0	0
mir-288	0	0	0	0
mir-289	0	0	0	0
mir-2a-1	0	0	0	0
mir-2a-2	0	0	0	0
mir-2b-1	0	0	0	0
mir-2b-2	0	0	0	0
mir-2c	0	0	0	0
mir-3	0	0	0	0
mir-303	0	0	0	0
mir-304	0	0	0	0
mir-305	0	142	0	0
mir-306	0	0	0	0
mir-307a	0	0	0	0
mir-307b	0	0	0	6
mir-308	0	0	0	0
mir-309	0	0	0	0
mir-310	0	0	0	0
mir-311	0	0	0	0
mir-312	0	0	0	0
mir-313	0	0	0	0
mir-314	0	0	0	0
mir-315	0	0	0	0
mir-317	0	0	0	0
mir-318	0	0	0	0
mir-31a	0	0	0	0
mir-31b	0	0	0	0
mir-33	0	0	0	0
mir-34	0	0	0	0
mir-3641	0	0	0	0
mir-3642	0	0	0	0
mir-3643	0	0	0	0
mir-3644	0	0	0	0
mir-3645	49	0	27	0
mir-375	0	0	0	0
mir-4	0	0	0	0
mir-4908	0	0	0	0
mir-4909	0	0	0	0
mir-4910	0	0	0	0
mir-4911	0	0	0	0
mir-4912	0	0	0	0
mir-4913	0	0	0	0
mir-4914	0	0	0	0
mir-4915	0	0	0	0
mir-4916	0	0	0	0
mir-4917	0	0	0	0
mir-4918	0	0	0	0
mir-4919	0	0	0	0
mir-4939	0	0	0	0
mir-4940	0	0	0	0
mir-4941	0	0	0	0
mir-4942	74	0	274	0
mir-4943	56	0	0	0
mir-4944	0	0	0	0
mir-4945	0	0	0	0
mir-4946	0	0	0	0
mir-4947	0	0	40	0
mir-4948	0	0	0	0
mir-4949	0	0	0	0
mir-4950	0	0	0	0
mir-4951	0	175	99	3
mir-4952	0	0	0	0
mir-4953	0	0	0	0
mir-4954	0	0	0	0
mir-4955	0	11	0	0
mir-4956	1	0	0	0
mir-4957	0	0	0	0
mir-4958	0	0	0	0
mir-4959	0	0	0	0
mir-4960	0	0	0	0
mir-4961	0	0	0	0
mir-4962	0	0	14	0
mir-4963	0	0	0	0
mir-4964	0	0	0	0
mir-4965	0	0	0	0
mir-4966	0	0	0	0
mir-4967	0	0	0	0
mir-4968	0	0	0	0
mir-4969	0	0	0	0
mir-4970	0	0	0	0
mir-4971	0	0	0	0
mir-4972	0	0	0	0
mir-4973	0	0	0	0
mir-4974	45	0	0	0
mir-4975	0	0	0	0
mir-4976	0	0	0	0
mir-4977	0	0	0	0
mir-4978	0	0	0	0
mir-4979	0	0	0	0
mir-4980	35	17	56	0
mir-4981	0	0	0	0
mir-4982	0	0	0	0
mir-4983	0	0	20	0
mir-4984	0	0	0	0
mir-4985	0	0	31	0
mir-4986	0	0	0	0
mir-4987	0	0	0	0
mir-5	0	0	0	0
mir-5614	0	0	0	0
mir-6-1	0	0	0	0
mir-6-2	0	0	0	0
mir-6-3	0	0	0	0
mir-7	0	0	0	0
mir-79	0	141	36	0
mir-8	0	0	0	0
mir-87	0	0	0	0
mir-927	0	0	0	0
mir-929	0	0	0	0
mir-92a	0	0	0	0
mir-92b	0	0	25	0
mir-932	0	0	0	0
mir-954	0	0	34	0
mir-955	0	0	0	0
mir-956	0	220	0	54
mir-957	0	0	0	0
mir-958	0	0	0	0
mir-959	0	0	0	0
mir-960	0	0	0	0
mir-961	0	0	0	0
mir-962	0	0	0	0
mir-963	0	0	0	0
mir-964	0	0	0	0
mir-965	0	0	0	0
mir-966	65	0	0	0
mir-967	0	0	0	0
mir-968	0	0	0	0
mir-969	0	0	0	0
mir-970	0	0	0	0
mir-971	0	0	0	0
mir-972	0	0	0	0
mir-973	0	0	0	0
mir-974	0	0	0	0
mir-975	0	27	0	0
mir-976	0	0	0	0
mir-977	0	0	0	0
mir-978	0	0	0	0
mir-979	0	0	0	0
mir-980	25	0	0	0
mir-981	0	0	0	0
mir-982	0	0	0	0
mir-983-1	0	0	0	0
mir-983-2	0	0	0	0
mir-984	0	0	0	0
mir-985	0	0	0	0
mir-986	0	0	39	57
mir-987	0	0	0	0
mir-988	0	0	0	0
mir-989	57	186	37	51
mir-990	0	0	45	0
mir-991	0	0	0	0
mir-992	0	0	0	0
mir-993	0	0	0	0
mir-994	32	0	17	0
mir-995	0	0	0	0
mir-996	0	0	0	0
mir-997	0	0	0	0
mir-998	0	0	17	0
mir-999	0	0	0	0
mir-9a	0	0	0	0
mir-9b	0	0	0	0
mir-9c	0	0	0	0
mir-iab-4	0	0	0	0
mir-iab-8	0	0	0	0
mira	1	0	9	0
mirr	3	0	1	0
mit(1)15	1788	1132	1067	153
mkg-p	68	68	86	0
mld	121	119	89	27
mle	217	130	282	16
mmd	9	0	1	0
mms4	740	958	473	238
mmy	2646	1622	1338	307
mnb	564	264	792	64
mnd	171	187	368	30
mod	299	465	295	144
mod(mdg4)	3468	1049	1953	136
mod(r)	1472	917	855	174
modSP	51	25	40	5
mof	365	145	283	17
moi	141	46	166	24
mol	3294	1528	1749	267
mon2	97	92	278	22
moody	6	3	8	0
mop	64	81	98	27
mor	461	434	635	52
morgue	439	234	335	53
mos	180	349	130	45
mp	95	24	42	8
mr	50	143	55	29
mre11	76	288	259	60
mri	1251	269	810	71
mrj	413	306	364	65
mrn	846	424	513	64
mrt	141	63	88	18
ms(2)34Fe	3	1	8	0
ms(2)35Ci	0	0	3	0
ms(3)K81	2	0	2	0
msb1l	74	98	86	13
msd1	920	1745	305	199
msd5	789	737	411	165
msi	286	100	177	22
msk	459	1116	868	146
msl-1	53	115	54	37
msl-2	47	29	35	3
msl-3	969	666	547	118
msn	2318	751	1716	163
msopa	0	0	0	0
mspo	10	3	11	0
msps	174	271	87	75
mst	666	466	541	110
msta	5	2	4	0
mtRNApol	67	63	125	11
mtSSB	1393	2210	1141	454
mtTFB1	836	533	791	149
mtTFB2	19	22	22	0
mtacp1	4373	2587	3528	612
mtd	678	353	595	103
mtg	1	1	30	0
mth	753	426	561	98
mthl1	314	173	425	29
mthl10	18	23	27	3
mthl11	6	2	5	0
mthl12	0	0	0	0
mthl13	1	0	1	0
mthl14	21	12	23	5
mthl15	3	10	14	6
mthl2	5	6	5	0
mthl3	7	10	25	2
mthl4	12	4	24	0
mthl5	85	70	65	21
mthl6	0	0	1	0
mthl7	0	0	1	0
mthl8	7	9	4	1
mthl9	8	4	26	1
mtm	1366	542	964	128
mtrm	4509	2570	2903	566
mts	4005	1781	4147	574
mtsh	14	0	4	0
mtt	13	0	5	0
mu2	30	60	21	21
mub	278	148	495	54
mud	171	292	183	43
mun	0	0	4	0
mura	141	63	77	9
mus101	532	284	551	45
mus201	12	24	7	0
mus205	28	52	24	5
mus209	336	342	262	30
mus210	65	74	91	24
mus301	526	431	506	83
mus304	25	60	34	12
mus308	32	53	51	13
mus312	2	16	13	4
mus81	1145	1086	504	113
muskelin	436	558	434	74
mute	448	209	384	47
muted	174	117	190	17
mwh	0	1	18	0
mxc	73	66	59	16
myo	310	576	598	161
mys	137	131	186	29
n-syb	1	0	1	0
nAcRalpha-30D	5	0	6	0
nAcRalpha-34E	0	0	4	0
nAcRalpha-7E	1	1	0	5
nAcRalpha-80B	996	416	652	128
nAcRalpha-96Aa	3	1	2	0
nAcRalpha-96Ab	0	0	1	0
nAcRbeta-21C	4	0	1	1
nAcRbeta-64B	1	1	0	0
nAcRbeta-96A	0	0	0	0
na	4	0	0	0
nab	0	0	0	0
nahoda	37	38	5	1
nan	0	0	0	0
nau	0	0	1	0
nbs	16	30	35	13
ncd	705	426	639	63
nclb	392	303	594	84
ncm	23	36	17	14
nct	70	82	84	4
ndl	42	31	110	16
neb	785	320	474	88
nec	5	8	4	0
nej	220	183	242	65
nemy	57	8	101	0
neo	6	0	0	0
nerfin-1	0	0	4	0
nerfin-2	0	0	0	0
nero	1414	992	949	194
nes	147	160	182	37
nesd	175	183	477	75
net	0	2	3	0
neur	119	114	192	21
neuroligin	4	0	8	0
ng1	0	0	1	0
ng2	0	0	0	0
ng3	0	0	0	0
ng4	0	2	0	0
nht	0	0	0	0
niki	7	0	4	0
nimA	2	0	0	0
nimB1	1	0	8	0
nimB2	3	0	5	2
nimB3	2	0	9	0
nimB4	13	2	1	0
nimB5	2	1	0	0
nimC1	2	0	16	0
nimC2	0	0	0	0
nimC3	1	0	14	0
nimC4	0	6	7	1
ninaA	0	0	0	0
ninaB	8	0	1	0
ninaC	0	0	1	0
ninaD	0	0	4	0
ninaE	1	0	1	0
ninaG	1	0	7	0
nito	803	403	884	83
nkd	0	0	11	1
nmd	233	914	255	168
nmdyn-D6	388	934	300	192
nmdyn-D7	23	85	36	15
nmo	113	69	161	34
noc	77	12	68	8
nocte	543	180	625	31
nod	2481	1586	1386	214
noe	2	4	8	1
noi	644	593	732	149
nol	0	0	4	0
nompA	0	0	0	0
nompB	1	1	0	0
nompC	0	0	1	0
nonA	118	23	139	14
nonA-l	144	122	161	23
nonC	98	102	119	22
nop5	1484	2324	1996	452
nopo	405	540	282	85
nord	32	5	56	0
norpA	61	124	74	28
nos	36576	23692	23790	5925
not	713	288	551	57
npf	2	0	0	0
nrm	21	9	31	0
nrv1	647	664	896	201
nrv2	87	30	142	6
nrv3	5	1	7	0
ns1	806	1249	1257	381
ns2	225	331	373	69
ns3	311	274	313	54
ns4	226	294	213	32
nsr	0	1	0	0
nst	1650	1063	1055	157
ntc	24	41	72	2
nub	12	0	0	3
nudC	1831	1678	1398	349
nudE	20	37	34	14
nuf	595	473	520	80
nullo	0	0	0	0
numb	526	450	285	63
nvd	77	112	153	43
nvy	0	0	0	0
nwk	3	0	3	0
nxf2	154	128	324	48
nxf4	0	0	0	0
nyo	0	0	0	1
oa2	3	0	1	0
oaf	1811	720	1144	131
obst-A	0	0	7	0
obst-B	8	2	13	1
obst-E	10	4	4	0
obst-F	12	0	3	0
obst-G	1	0	0	0
obst-H	4	1	0	0
obst-I	2	0	0	2
obst-J	1	0	0	0
oc	0	0	0	0
ocn	3	0	2	3
odd	1	0	0	0
ogre	25	21	49	12
okr	121	115	141	14
olf186-F	228	105	126	25
olf186-M	2078	1054	1610	387
olf413	9	0	2	0
omd	1200	789	663	100
ome	2	9	61	0
onecut	6	0	5	5
opa	1	0	0	0
opa1-like	177	207	213	39
opm	1853	1499	1098	290
or	295	394	262	91
orb	1044	436	1167	89
orb2	245	98	260	30
ord	3	10	10	3
org-1	1	0	1	0
ort	1	0	1	0
os	2	0	9	0
osa	585	281	459	91
osk	932	998	1098	121
osm-1	2	0	3	0
osm-6	0	2	12	0
osp	55	50	40	26
otk	8	3	5	1
otp	2	0	0	0
otu	194	149	540	60
out	134	194	348	42
ovo	3768	852	2796	157
ox	2798	3101	1795	382
oxt	819	419	595	52
oys	469	415	447	59
p	653	429	574	60
p-cup	0	0	0	0
p115	581	375	544	75
p120ctn	2125	3053	3770	1094
p130CAS	37	2	22	0
p24-1	436	171	359	26
p24-2	0	0	91	2
p38b	2108	1240	1353	293
p38c	11	1	17	0
p47	3151	1828	1893	289
p53	267	294	230	81
pAbp	2303	1795	3075	392
pHCl	0	0	2	0
pUf68	890	471	685	50
pad	25	29	35	5
pain	5	29	62	3
pall	380	414	307	98
pallidin	603	584	327	114
pan	40	61	62	19
papi	180	180	149	28
par-1	727	513	644	59
par-6	653	226	508	41
para	6	2	8	0
park	260	155	133	25
parvin	1493	704	1246	184
pasha	103	92	92	11
path	1208	1386	1709	339
pav	416	578	510	92
pb	0	0	4	0
pbl	2381	1470	1553	219
